07/31 11:21:48 PM | Logger is set 
08/01 02:15:53 PM | Train: [17/200] Step 320/380 Loss 7.375 Prec@(1,5) (92.6%, 98.5%)
08/01 02:16:03 PM | Train: [17/200] Step 330/380 Loss 7.395 Prec@(1,5) (92.5%, 98.5%)
08/01 02:16:11 PM | Train: [17/200] Step 340/380 Loss 7.411 Prec@(1,5) (92.5%, 98.5%)
08/01 02:16:20 PM | Train: [17/200] Step 350/380 Loss 7.419 Prec@(1,5) (92.5%, 98.5%)
08/01 02:16:28 PM | Train: [17/200] Step 360/380 Loss 7.424 Prec@(1,5) (92.4%, 98.5%)
08/01 02:16:35 PM | Train: [17/200] Step 370/380 Loss 7.428 Prec@(1,5) (92.4%, 98.4%)
08/01 02:16:42 PM | Train: [17/200] Step 380/380 Loss 7.436 Prec@(1,5) (92.4%, 98.4%)
08/01 02:16:42 PM | Train: [17/200] Final Prec@1 92.3766%
08/01 02:18:28 PM | Valid: [17/200] Step 000/023 Loss 14.057 Prec@(1,5) (75.0%, 90.6%)
08/01 02:18:35 PM | Valid: [17/200] Step 010/023 Loss 12.347 Prec@(1,5) (73.9%, 88.9%)
08/01 02:18:44 PM | Valid: [17/200] Step 020/023 Loss 12.255 Prec@(1,5) (72.6%, 88.8%)
08/01 02:18:47 PM | Valid: [17/200] Final Prec@1 71.8750%, Prec@5 89.1304%, Prec@10 94.4293%
08/01 02:18:47 PM | Final best Prec@1 = 78.8043%
08/01 02:20:10 PM | Train: [18/200] Step 010/380 Loss 6.580 Prec@(1,5) (93.4%, 98.8%)
08/01 02:20:17 PM | Train: [18/200] Step 020/380 Loss 6.497 Prec@(1,5) (94.2%, 99.1%)
08/01 02:20:23 PM | Train: [18/200] Step 030/380 Loss 6.417 Prec@(1,5) (93.9%, 98.8%)
08/01 02:20:30 PM | Train: [18/200] Step 040/380 Loss 6.431 Prec@(1,5) (93.7%, 98.8%)
08/01 02:20:37 PM | Train: [18/200] Step 050/380 Loss 6.324 Prec@(1,5) (93.9%, 98.9%)
08/01 02:20:44 PM | Train: [18/200] Step 060/380 Loss 6.388 Prec@(1,5) (94.0%, 99.0%)
08/01 02:20:52 PM | Train: [18/200] Step 070/380 Loss 6.296 Prec@(1,5) (94.0%, 99.1%)
08/01 02:20:59 PM | Train: [18/200] Step 080/380 Loss 6.434 Prec@(1,5) (94.0%, 99.0%)
08/01 02:21:05 PM | Train: [18/200] Step 090/380 Loss 6.478 Prec@(1,5) (93.8%, 98.9%)
08/01 02:21:15 PM | Train: [18/200] Step 100/380 Loss 6.528 Prec@(1,5) (93.8%, 98.9%)
08/01 02:21:23 PM | Train: [18/200] Step 110/380 Loss 6.580 Prec@(1,5) (93.7%, 98.9%)
08/01 02:21:30 PM | Train: [18/200] Step 120/380 Loss 6.615 Prec@(1,5) (93.8%, 98.9%)
08/01 02:21:37 PM | Train: [18/200] Step 130/380 Loss 6.642 Prec@(1,5) (93.7%, 98.9%)
08/01 02:21:45 PM | Train: [18/200] Step 140/380 Loss 6.655 Prec@(1,5) (93.7%, 98.9%)
08/01 02:21:53 PM | Train: [18/200] Step 150/380 Loss 6.658 Prec@(1,5) (93.8%, 98.9%)
08/01 02:22:00 PM | Train: [18/200] Step 160/380 Loss 6.690 Prec@(1,5) (93.6%, 98.9%)
08/01 02:22:08 PM | Train: [18/200] Step 170/380 Loss 6.732 Prec@(1,5) (93.5%, 98.9%)
08/01 02:22:16 PM | Train: [18/200] Step 180/380 Loss 6.770 Prec@(1,5) (93.4%, 98.9%)
08/01 02:22:23 PM | Train: [18/200] Step 190/380 Loss 6.774 Prec@(1,5) (93.4%, 98.9%)
08/01 02:22:30 PM | Train: [18/200] Step 200/380 Loss 6.793 Prec@(1,5) (93.4%, 98.9%)
08/01 02:22:37 PM | Train: [18/200] Step 210/380 Loss 6.810 Prec@(1,5) (93.4%, 98.9%)
08/01 02:22:45 PM | Train: [18/200] Step 220/380 Loss 6.815 Prec@(1,5) (93.5%, 98.9%)
08/01 02:22:51 PM | Train: [18/200] Step 230/380 Loss 6.826 Prec@(1,5) (93.5%, 98.9%)
08/01 02:22:58 PM | Train: [18/200] Step 240/380 Loss 6.828 Prec@(1,5) (93.4%, 98.9%)
08/01 02:23:05 PM | Train: [18/200] Step 250/380 Loss 6.834 Prec@(1,5) (93.4%, 99.0%)
08/01 02:23:13 PM | Train: [18/200] Step 260/380 Loss 6.833 Prec@(1,5) (93.4%, 99.0%)
08/01 02:23:20 PM | Train: [18/200] Step 270/380 Loss 6.840 Prec@(1,5) (93.5%, 98.9%)
08/01 02:23:27 PM | Train: [18/200] Step 280/380 Loss 6.821 Prec@(1,5) (93.5%, 99.0%)
08/01 02:23:34 PM | Train: [18/200] Step 290/380 Loss 6.832 Prec@(1,5) (93.4%, 98.9%)
08/01 02:23:42 PM | Train: [18/200] Step 300/380 Loss 6.852 Prec@(1,5) (93.4%, 98.9%)
08/01 02:23:51 PM | Train: [18/200] Step 310/380 Loss 6.865 Prec@(1,5) (93.4%, 98.9%)
08/01 02:23:59 PM | Train: [18/200] Step 320/380 Loss 6.875 Prec@(1,5) (93.3%, 98.8%)
08/01 02:24:07 PM | Train: [18/200] Step 330/380 Loss 6.886 Prec@(1,5) (93.3%, 98.8%)
08/01 02:24:16 PM | Train: [18/200] Step 340/380 Loss 6.906 Prec@(1,5) (93.3%, 98.8%)
08/01 02:24:24 PM | Train: [18/200] Step 350/380 Loss 6.913 Prec@(1,5) (93.3%, 98.8%)
08/01 02:24:33 PM | Train: [18/200] Step 360/380 Loss 6.919 Prec@(1,5) (93.3%, 98.8%)
08/01 02:24:40 PM | Train: [18/200] Step 370/380 Loss 6.911 Prec@(1,5) (93.3%, 98.8%)
08/01 02:24:47 PM | Train: [18/200] Step 380/380 Loss 6.916 Prec@(1,5) (93.3%, 98.8%)
08/01 02:24:48 PM | Train: [18/200] Final Prec@1 93.3059%
08/01 02:26:15 PM | Valid: [18/200] Step 000/023 Loss 10.824 Prec@(1,5) (87.5%, 93.8%)
08/01 02:26:24 PM | Valid: [18/200] Step 010/023 Loss 9.453 Prec@(1,5) (83.0%, 94.9%)
08/01 02:26:32 PM | Valid: [18/200] Step 020/023 Loss 8.958 Prec@(1,5) (83.2%, 94.9%)
08/01 02:26:36 PM | Valid: [18/200] Final Prec@1 82.6087%, Prec@5 94.4293%, Prec@10 96.7391%
08/01 02:26:37 PM | Final best Prec@1 = 82.6087%
08/01 02:28:09 PM | Train: [19/200] Step 010/380 Loss 6.325 Prec@(1,5) (95.0%, 99.4%)
08/01 02:28:16 PM | Train: [19/200] Step 020/380 Loss 6.358 Prec@(1,5) (94.7%, 99.4%)
08/01 02:28:23 PM | Train: [19/200] Step 030/380 Loss 6.185 Prec@(1,5) (95.4%, 99.3%)
08/01 02:28:31 PM | Train: [19/200] Step 040/380 Loss 6.203 Prec@(1,5) (95.4%, 99.4%)
08/01 02:28:38 PM | Train: [19/200] Step 050/380 Loss 6.204 Prec@(1,5) (95.1%, 99.2%)
08/01 02:28:45 PM | Train: [19/200] Step 060/380 Loss 6.173 Prec@(1,5) (95.2%, 99.3%)
08/01 02:28:52 PM | Train: [19/200] Step 070/380 Loss 6.297 Prec@(1,5) (94.7%, 99.2%)
08/01 02:29:00 PM | Train: [19/200] Step 080/380 Loss 6.242 Prec@(1,5) (94.8%, 99.3%)
08/01 02:29:08 PM | Train: [19/200] Step 090/380 Loss 6.294 Prec@(1,5) (94.9%, 99.1%)
08/01 02:29:15 PM | Train: [19/200] Step 100/380 Loss 6.310 Prec@(1,5) (94.8%, 99.2%)
08/01 02:29:22 PM | Train: [19/200] Step 110/380 Loss 6.289 Prec@(1,5) (94.7%, 99.2%)
08/01 02:29:31 PM | Train: [19/200] Step 120/380 Loss 6.321 Prec@(1,5) (94.6%, 99.2%)
08/01 02:29:39 PM | Train: [19/200] Step 130/380 Loss 6.325 Prec@(1,5) (94.6%, 99.3%)
08/01 02:29:46 PM | Train: [19/200] Step 140/380 Loss 6.352 Prec@(1,5) (94.5%, 99.2%)
08/01 02:29:53 PM | Train: [19/200] Step 150/380 Loss 6.385 Prec@(1,5) (94.5%, 99.2%)
08/01 02:30:00 PM | Train: [19/200] Step 160/380 Loss 6.370 Prec@(1,5) (94.4%, 99.3%)
08/01 02:30:06 PM | Train: [19/200] Step 170/380 Loss 6.403 Prec@(1,5) (94.3%, 99.2%)
08/01 02:30:14 PM | Train: [19/200] Step 180/380 Loss 6.425 Prec@(1,5) (94.3%, 99.2%)
08/01 02:30:25 PM | Train: [19/200] Step 190/380 Loss 6.396 Prec@(1,5) (94.3%, 99.2%)
08/01 02:30:33 PM | Train: [19/200] Step 200/380 Loss 6.407 Prec@(1,5) (94.3%, 99.1%)
08/01 02:30:40 PM | Train: [19/200] Step 210/380 Loss 6.411 Prec@(1,5) (94.3%, 99.1%)
08/01 02:30:46 PM | Train: [19/200] Step 220/380 Loss 6.433 Prec@(1,5) (94.2%, 99.1%)
08/01 02:30:53 PM | Train: [19/200] Step 230/380 Loss 6.463 Prec@(1,5) (94.1%, 99.1%)
08/01 02:31:01 PM | Train: [19/200] Step 240/380 Loss 6.484 Prec@(1,5) (94.1%, 99.1%)
08/01 02:31:07 PM | Train: [19/200] Step 250/380 Loss 6.492 Prec@(1,5) (94.2%, 99.1%)
08/01 02:31:12 PM | Train: [19/200] Step 260/380 Loss 6.501 Prec@(1,5) (94.1%, 99.1%)
08/01 02:31:19 PM | Train: [19/200] Step 270/380 Loss 6.523 Prec@(1,5) (94.1%, 99.1%)
08/01 02:31:27 PM | Train: [19/200] Step 280/380 Loss 6.544 Prec@(1,5) (94.1%, 99.1%)
08/01 02:31:35 PM | Train: [19/200] Step 290/380 Loss 6.549 Prec@(1,5) (94.1%, 99.1%)
08/01 02:31:43 PM | Train: [19/200] Step 300/380 Loss 6.557 Prec@(1,5) (94.1%, 99.1%)
08/01 02:31:49 PM | Train: [19/200] Step 310/380 Loss 6.563 Prec@(1,5) (94.1%, 99.1%)
08/01 02:31:56 PM | Train: [19/200] Step 320/380 Loss 6.549 Prec@(1,5) (94.2%, 99.1%)
08/01 02:32:04 PM | Train: [19/200] Step 330/380 Loss 6.560 Prec@(1,5) (94.1%, 99.1%)
08/01 02:32:12 PM | Train: [19/200] Step 340/380 Loss 6.565 Prec@(1,5) (94.2%, 99.1%)
08/01 02:32:21 PM | Train: [19/200] Step 350/380 Loss 6.559 Prec@(1,5) (94.2%, 99.1%)
08/01 02:32:29 PM | Train: [19/200] Step 360/380 Loss 6.575 Prec@(1,5) (94.1%, 99.0%)
08/01 02:32:36 PM | Train: [19/200] Step 370/380 Loss 6.576 Prec@(1,5) (94.1%, 99.0%)
08/01 02:32:44 PM | Train: [19/200] Step 380/380 Loss 6.577 Prec@(1,5) (94.1%, 99.0%)
08/01 02:32:44 PM | Train: [19/200] Final Prec@1 94.0872%
08/01 02:34:06 PM | Valid: [19/200] Step 000/023 Loss 9.736 Prec@(1,5) (87.5%, 93.8%)
08/01 02:34:14 PM | Valid: [19/200] Step 010/023 Loss 9.618 Prec@(1,5) (83.0%, 93.8%)
08/01 02:34:22 PM | Valid: [19/200] Step 020/023 Loss 9.299 Prec@(1,5) (83.3%, 94.0%)
08/01 02:34:25 PM | Valid: [19/200] Final Prec@1 83.5598%, Prec@5 93.8859%, Prec@10 96.7391%
08/01 02:34:25 PM | Final best Prec@1 = 83.5598%
08/01 02:36:08 PM | Train: [20/200] Step 010/380 Loss 5.809 Prec@(1,5) (94.7%, 99.4%)
08/01 02:36:14 PM | Train: [20/200] Step 020/380 Loss 5.380 Prec@(1,5) (96.2%, 99.7%)
08/01 02:36:21 PM | Train: [20/200] Step 030/380 Loss 5.305 Prec@(1,5) (96.6%, 99.7%)
08/01 02:36:28 PM | Train: [20/200] Step 040/380 Loss 5.399 Prec@(1,5) (96.2%, 99.7%)
08/01 02:36:35 PM | Train: [20/200] Step 050/380 Loss 5.495 Prec@(1,5) (96.1%, 99.7%)
08/01 02:36:43 PM | Train: [20/200] Step 060/380 Loss 5.525 Prec@(1,5) (96.1%, 99.6%)
08/01 02:36:50 PM | Train: [20/200] Step 070/380 Loss 5.567 Prec@(1,5) (96.0%, 99.6%)
08/01 02:36:58 PM | Train: [20/200] Step 080/380 Loss 5.563 Prec@(1,5) (95.8%, 99.6%)
08/01 02:37:06 PM | Train: [20/200] Step 090/380 Loss 5.614 Prec@(1,5) (95.7%, 99.5%)
08/01 02:37:13 PM | Train: [20/200] Step 100/380 Loss 5.644 Prec@(1,5) (95.7%, 99.5%)
08/01 02:37:20 PM | Train: [20/200] Step 110/380 Loss 5.692 Prec@(1,5) (95.5%, 99.5%)
08/01 02:37:28 PM | Train: [20/200] Step 120/380 Loss 5.697 Prec@(1,5) (95.5%, 99.5%)
08/01 02:37:35 PM | Train: [20/200] Step 130/380 Loss 5.755 Prec@(1,5) (95.4%, 99.5%)
08/01 02:37:43 PM | Train: [20/200] Step 140/380 Loss 5.768 Prec@(1,5) (95.3%, 99.5%)
08/01 02:37:49 PM | Train: [20/200] Step 150/380 Loss 5.728 Prec@(1,5) (95.5%, 99.5%)
08/01 02:37:56 PM | Train: [20/200] Step 160/380 Loss 5.773 Prec@(1,5) (95.4%, 99.5%)
08/01 02:38:04 PM | Train: [20/200] Step 170/380 Loss 5.794 Prec@(1,5) (95.5%, 99.5%)
08/01 02:38:13 PM | Train: [20/200] Step 180/380 Loss 5.793 Prec@(1,5) (95.4%, 99.5%)
08/01 02:38:20 PM | Train: [20/200] Step 190/380 Loss 5.807 Prec@(1,5) (95.2%, 99.5%)
08/01 02:38:27 PM | Train: [20/200] Step 200/380 Loss 5.813 Prec@(1,5) (95.3%, 99.5%)
08/01 02:38:34 PM | Train: [20/200] Step 210/380 Loss 5.827 Prec@(1,5) (95.3%, 99.5%)
08/01 02:38:40 PM | Train: [20/200] Step 220/380 Loss 5.846 Prec@(1,5) (95.3%, 99.5%)
08/01 02:38:47 PM | Train: [20/200] Step 230/380 Loss 5.844 Prec@(1,5) (95.4%, 99.5%)
08/01 02:38:54 PM | Train: [20/200] Step 240/380 Loss 5.868 Prec@(1,5) (95.4%, 99.5%)
08/01 02:39:02 PM | Train: [20/200] Step 250/380 Loss 5.856 Prec@(1,5) (95.4%, 99.5%)
08/01 02:39:09 PM | Train: [20/200] Step 260/380 Loss 5.858 Prec@(1,5) (95.4%, 99.5%)
08/01 02:39:16 PM | Train: [20/200] Step 270/380 Loss 5.863 Prec@(1,5) (95.4%, 99.5%)
08/01 02:39:23 PM | Train: [20/200] Step 280/380 Loss 5.871 Prec@(1,5) (95.4%, 99.4%)
08/01 02:39:31 PM | Train: [20/200] Step 290/380 Loss 5.897 Prec@(1,5) (95.4%, 99.4%)
08/01 02:39:37 PM | Train: [20/200] Step 300/380 Loss 5.900 Prec@(1,5) (95.4%, 99.4%)
08/01 02:39:44 PM | Train: [20/200] Step 310/380 Loss 5.930 Prec@(1,5) (95.4%, 99.4%)
08/01 02:39:51 PM | Train: [20/200] Step 320/380 Loss 5.938 Prec@(1,5) (95.3%, 99.4%)
08/01 02:39:59 PM | Train: [20/200] Step 330/380 Loss 5.945 Prec@(1,5) (95.3%, 99.4%)
08/01 02:40:08 PM | Train: [20/200] Step 340/380 Loss 5.953 Prec@(1,5) (95.3%, 99.4%)
08/01 02:40:16 PM | Train: [20/200] Step 350/380 Loss 5.965 Prec@(1,5) (95.3%, 99.4%)
08/01 02:40:22 PM | Train: [20/200] Step 360/380 Loss 5.972 Prec@(1,5) (95.3%, 99.4%)
08/01 02:40:27 PM | Train: [20/200] Step 370/380 Loss 5.983 Prec@(1,5) (95.3%, 99.4%)
08/01 02:40:34 PM | Train: [20/200] Step 380/380 Loss 5.988 Prec@(1,5) (95.3%, 99.4%)
08/01 02:40:35 PM | Train: [20/200] Final Prec@1 95.3289%
08/01 02:42:05 PM | Valid: [20/200] Step 000/023 Loss 10.631 Prec@(1,5) (81.2%, 100.0%)
08/01 02:42:12 PM | Valid: [20/200] Step 010/023 Loss 9.816 Prec@(1,5) (83.2%, 94.0%)
08/01 02:42:20 PM | Valid: [20/200] Step 020/023 Loss 9.471 Prec@(1,5) (83.2%, 93.5%)
08/01 02:42:25 PM | Valid: [20/200] Final Prec@1 83.2880%, Prec@5 93.2065%, Prec@10 96.6033%
08/01 02:42:25 PM | Final best Prec@1 = 83.5598%
08/01 02:44:07 PM | Train: [21/200] Step 010/380 Loss 5.197 Prec@(1,5) (95.9%, 99.7%)
08/01 02:44:14 PM | Train: [21/200] Step 020/380 Loss 5.101 Prec@(1,5) (96.7%, 99.8%)
08/01 02:44:21 PM | Train: [21/200] Step 030/380 Loss 5.166 Prec@(1,5) (96.1%, 99.6%)
08/01 02:44:28 PM | Train: [21/200] Step 040/380 Loss 5.204 Prec@(1,5) (96.3%, 99.7%)
08/01 02:44:34 PM | Train: [21/200] Step 050/380 Loss 5.145 Prec@(1,5) (96.5%, 99.7%)
08/01 02:44:41 PM | Train: [21/200] Step 060/380 Loss 5.127 Prec@(1,5) (96.5%, 99.7%)
08/01 02:44:49 PM | Train: [21/200] Step 070/380 Loss 5.199 Prec@(1,5) (96.6%, 99.7%)
08/01 02:44:57 PM | Train: [21/200] Step 080/380 Loss 5.196 Prec@(1,5) (96.6%, 99.7%)
08/01 02:45:06 PM | Train: [21/200] Step 090/380 Loss 5.180 Prec@(1,5) (96.5%, 99.7%)
08/01 02:45:12 PM | Train: [21/200] Step 100/380 Loss 5.246 Prec@(1,5) (96.4%, 99.6%)
08/01 02:45:19 PM | Train: [21/200] Step 110/380 Loss 5.268 Prec@(1,5) (96.4%, 99.6%)
08/01 02:45:26 PM | Train: [21/200] Step 120/380 Loss 5.249 Prec@(1,5) (96.4%, 99.6%)
08/01 02:45:33 PM | Train: [21/200] Step 130/380 Loss 5.264 Prec@(1,5) (96.4%, 99.7%)
08/01 02:45:38 PM | Train: [21/200] Step 140/380 Loss 5.293 Prec@(1,5) (96.4%, 99.6%)
08/01 02:45:44 PM | Train: [21/200] Step 150/380 Loss 5.284 Prec@(1,5) (96.4%, 99.6%)
08/01 02:45:51 PM | Train: [21/200] Step 160/380 Loss 5.318 Prec@(1,5) (96.3%, 99.6%)
08/01 02:45:59 PM | Train: [21/200] Step 170/380 Loss 5.376 Prec@(1,5) (96.2%, 99.6%)
08/01 02:46:06 PM | Train: [21/200] Step 180/380 Loss 5.406 Prec@(1,5) (96.1%, 99.5%)
08/01 02:46:12 PM | Train: [21/200] Step 190/380 Loss 5.419 Prec@(1,5) (96.1%, 99.5%)
08/01 02:46:19 PM | Train: [21/200] Step 200/380 Loss 5.409 Prec@(1,5) (96.2%, 99.5%)
08/01 02:46:28 PM | Train: [21/200] Step 210/380 Loss 5.429 Prec@(1,5) (96.2%, 99.5%)
08/01 02:46:36 PM | Train: [21/200] Step 220/380 Loss 5.439 Prec@(1,5) (96.2%, 99.5%)
08/01 02:46:44 PM | Train: [21/200] Step 230/380 Loss 5.464 Prec@(1,5) (96.2%, 99.5%)
08/01 02:46:50 PM | Train: [21/200] Step 240/380 Loss 5.469 Prec@(1,5) (96.2%, 99.5%)
08/01 02:46:57 PM | Train: [21/200] Step 250/380 Loss 5.477 Prec@(1,5) (96.2%, 99.4%)
08/01 02:47:04 PM | Train: [21/200] Step 260/380 Loss 5.502 Prec@(1,5) (96.1%, 99.4%)
08/01 02:47:12 PM | Train: [21/200] Step 270/380 Loss 5.500 Prec@(1,5) (96.1%, 99.4%)
08/01 02:47:19 PM | Train: [21/200] Step 280/380 Loss 5.492 Prec@(1,5) (96.1%, 99.4%)
08/01 02:47:26 PM | Train: [21/200] Step 290/380 Loss 5.488 Prec@(1,5) (96.2%, 99.4%)
08/01 02:47:34 PM | Train: [21/200] Step 300/380 Loss 5.502 Prec@(1,5) (96.1%, 99.4%)
08/01 02:47:40 PM | Train: [21/200] Step 310/380 Loss 5.506 Prec@(1,5) (96.2%, 99.4%)
08/01 02:47:47 PM | Train: [21/200] Step 320/380 Loss 5.524 Prec@(1,5) (96.1%, 99.4%)
08/01 02:47:54 PM | Train: [21/200] Step 330/380 Loss 5.528 Prec@(1,5) (96.1%, 99.4%)
08/01 02:48:01 PM | Train: [21/200] Step 340/380 Loss 5.530 Prec@(1,5) (96.1%, 99.4%)
08/01 02:48:08 PM | Train: [21/200] Step 350/380 Loss 5.551 Prec@(1,5) (96.1%, 99.4%)
08/01 02:48:15 PM | Train: [21/200] Step 360/380 Loss 5.575 Prec@(1,5) (96.0%, 99.4%)
08/01 02:48:22 PM | Train: [21/200] Step 370/380 Loss 5.592 Prec@(1,5) (96.0%, 99.4%)
08/01 02:48:28 PM | Train: [21/200] Step 380/380 Loss 5.619 Prec@(1,5) (95.9%, 99.4%)
08/01 02:48:29 PM | Train: [21/200] Final Prec@1 95.8717%
08/01 02:49:57 PM | Valid: [21/200] Step 000/023 Loss 10.500 Prec@(1,5) (84.4%, 100.0%)
08/01 02:50:05 PM | Valid: [21/200] Step 010/023 Loss 9.997 Prec@(1,5) (81.2%, 93.5%)
08/01 02:50:13 PM | Valid: [21/200] Step 020/023 Loss 9.445 Prec@(1,5) (82.6%, 93.9%)
08/01 02:50:23 PM | Valid: [21/200] Final Prec@1 82.3370%, Prec@5 94.0217%, Prec@10 97.2826%
08/01 02:50:24 PM | Final best Prec@1 = 83.5598%
08/01 02:52:12 PM | Train: [22/200] Step 010/380 Loss 4.946 Prec@(1,5) (96.6%, 99.7%)
08/01 02:52:20 PM | Train: [22/200] Step 020/380 Loss 4.922 Prec@(1,5) (97.3%, 99.5%)
08/01 02:52:29 PM | Train: [22/200] Step 030/380 Loss 4.835 Prec@(1,5) (97.7%, 99.6%)
08/01 02:52:37 PM | Train: [22/200] Step 040/380 Loss 4.777 Prec@(1,5) (98.0%, 99.7%)
08/01 02:52:44 PM | Train: [22/200] Step 050/380 Loss 4.751 Prec@(1,5) (98.2%, 99.7%)
08/01 02:52:51 PM | Train: [22/200] Step 060/380 Loss 4.720 Prec@(1,5) (98.1%, 99.7%)
08/01 02:52:57 PM | Train: [22/200] Step 070/380 Loss 4.619 Prec@(1,5) (98.2%, 99.8%)
08/01 02:53:05 PM | Train: [22/200] Step 080/380 Loss 4.675 Prec@(1,5) (98.0%, 99.7%)
08/01 02:53:13 PM | Train: [22/200] Step 090/380 Loss 4.713 Prec@(1,5) (98.0%, 99.7%)
08/01 02:53:21 PM | Train: [22/200] Step 100/380 Loss 4.785 Prec@(1,5) (97.8%, 99.7%)
08/01 02:53:31 PM | Train: [22/200] Step 110/380 Loss 4.776 Prec@(1,5) (97.6%, 99.6%)
08/01 02:53:38 PM | Train: [22/200] Step 120/380 Loss 4.849 Prec@(1,5) (97.6%, 99.6%)
08/01 02:53:45 PM | Train: [22/200] Step 130/380 Loss 4.928 Prec@(1,5) (97.5%, 99.5%)
08/01 02:53:52 PM | Train: [22/200] Step 140/380 Loss 4.923 Prec@(1,5) (97.5%, 99.6%)
08/01 02:53:59 PM | Train: [22/200] Step 150/380 Loss 4.959 Prec@(1,5) (97.5%, 99.5%)
08/01 02:54:05 PM | Train: [22/200] Step 160/380 Loss 4.928 Prec@(1,5) (97.5%, 99.6%)
08/01 02:54:12 PM | Train: [22/200] Step 170/380 Loss 4.933 Prec@(1,5) (97.4%, 99.6%)
08/01 02:54:19 PM | Train: [22/200] Step 180/380 Loss 4.947 Prec@(1,5) (97.4%, 99.6%)
08/01 02:54:27 PM | Train: [22/200] Step 190/380 Loss 4.951 Prec@(1,5) (97.4%, 99.6%)
08/01 02:54:33 PM | Train: [22/200] Step 200/380 Loss 4.962 Prec@(1,5) (97.3%, 99.6%)
08/01 02:54:40 PM | Train: [22/200] Step 210/380 Loss 4.973 Prec@(1,5) (97.3%, 99.6%)
08/01 02:54:47 PM | Train: [22/200] Step 220/380 Loss 4.981 Prec@(1,5) (97.3%, 99.6%)
08/01 02:54:56 PM | Train: [22/200] Step 230/380 Loss 4.999 Prec@(1,5) (97.3%, 99.6%)
08/01 02:55:06 PM | Train: [22/200] Step 240/380 Loss 5.025 Prec@(1,5) (97.2%, 99.6%)
08/01 02:55:12 PM | Train: [22/200] Step 250/380 Loss 5.020 Prec@(1,5) (97.2%, 99.6%)
08/01 02:55:18 PM | Train: [22/200] Step 260/380 Loss 5.064 Prec@(1,5) (97.1%, 99.6%)
08/01 02:55:25 PM | Train: [22/200] Step 270/380 Loss 5.086 Prec@(1,5) (97.1%, 99.6%)
08/01 02:55:31 PM | Train: [22/200] Step 280/380 Loss 5.101 Prec@(1,5) (97.1%, 99.6%)
08/01 02:55:37 PM | Train: [22/200] Step 290/380 Loss 5.113 Prec@(1,5) (97.1%, 99.5%)
08/01 02:55:43 PM | Train: [22/200] Step 300/380 Loss 5.129 Prec@(1,5) (97.0%, 99.6%)
08/01 02:55:49 PM | Train: [22/200] Step 310/380 Loss 5.141 Prec@(1,5) (97.0%, 99.6%)
08/01 02:55:55 PM | Train: [22/200] Step 320/380 Loss 5.157 Prec@(1,5) (97.0%, 99.6%)
08/01 02:56:02 PM | Train: [22/200] Step 330/380 Loss 5.174 Prec@(1,5) (96.9%, 99.6%)
08/01 02:56:10 PM | Train: [22/200] Step 340/380 Loss 5.182 Prec@(1,5) (96.9%, 99.6%)
08/01 02:56:17 PM | Train: [22/200] Step 350/380 Loss 5.206 Prec@(1,5) (96.9%, 99.6%)
08/01 02:56:24 PM | Train: [22/200] Step 360/380 Loss 5.229 Prec@(1,5) (96.9%, 99.5%)
08/01 02:56:31 PM | Train: [22/200] Step 370/380 Loss 5.243 Prec@(1,5) (96.9%, 99.6%)
08/01 02:56:38 PM | Train: [22/200] Step 380/380 Loss 5.255 Prec@(1,5) (96.9%, 99.6%)
08/01 02:56:38 PM | Train: [22/200] Final Prec@1 96.8668%
08/01 02:57:46 PM | Valid: [22/200] Step 000/023 Loss 10.821 Prec@(1,5) (78.1%, 96.9%)
08/01 02:57:54 PM | Valid: [22/200] Step 010/023 Loss 9.291 Prec@(1,5) (83.2%, 94.9%)
08/01 02:58:02 PM | Valid: [22/200] Step 020/023 Loss 8.841 Prec@(1,5) (83.3%, 94.6%)
08/01 02:58:06 PM | Valid: [22/200] Final Prec@1 83.5598%, Prec@5 94.8370%, Prec@10 97.8261%
08/01 02:58:06 PM | Final best Prec@1 = 83.5598%
08/01 02:59:49 PM | Train: [23/200] Step 010/380 Loss 5.036 Prec@(1,5) (97.5%, 100.0%)
08/01 02:59:57 PM | Train: [23/200] Step 020/380 Loss 4.814 Prec@(1,5) (97.8%, 100.0%)
08/01 03:00:05 PM | Train: [23/200] Step 030/380 Loss 4.901 Prec@(1,5) (97.5%, 100.0%)
08/01 03:00:17 PM | Train: [23/200] Step 040/380 Loss 4.893 Prec@(1,5) (97.6%, 99.9%)
08/01 03:00:26 PM | Train: [23/200] Step 050/380 Loss 4.813 Prec@(1,5) (97.8%, 99.9%)
08/01 03:00:34 PM | Train: [23/200] Step 060/380 Loss 4.809 Prec@(1,5) (97.7%, 99.9%)
08/01 03:00:43 PM | Train: [23/200] Step 070/380 Loss 4.838 Prec@(1,5) (97.6%, 99.8%)
08/01 03:00:52 PM | Train: [23/200] Step 080/380 Loss 4.934 Prec@(1,5) (97.5%, 99.8%)
08/01 03:01:00 PM | Train: [23/200] Step 090/380 Loss 4.863 Prec@(1,5) (97.6%, 99.8%)
08/01 03:01:09 PM | Train: [23/200] Step 100/380 Loss 4.940 Prec@(1,5) (97.4%, 99.7%)
08/01 03:01:17 PM | Train: [23/200] Step 110/380 Loss 4.925 Prec@(1,5) (97.4%, 99.7%)
08/01 03:01:25 PM | Train: [23/200] Step 120/380 Loss 4.909 Prec@(1,5) (97.4%, 99.7%)
