07/31 11:21:48 PM | Logger is set 
08/02 05:03:42 AM | Train: [183/200] Step 140/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:03:47 AM | Train: [183/200] Step 150/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:03:50 AM | Train: [183/200] Step 160/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:03:53 AM | Train: [183/200] Step 170/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:03:57 AM | Train: [183/200] Step 180/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:01 AM | Train: [183/200] Step 190/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:05 AM | Train: [183/200] Step 200/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:09 AM | Train: [183/200] Step 210/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:12 AM | Train: [183/200] Step 220/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:15 AM | Train: [183/200] Step 230/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:19 AM | Train: [183/200] Step 240/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:25 AM | Train: [183/200] Step 250/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:28 AM | Train: [183/200] Step 260/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:32 AM | Train: [183/200] Step 270/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:35 AM | Train: [183/200] Step 280/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:39 AM | Train: [183/200] Step 290/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:42 AM | Train: [183/200] Step 300/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:46 AM | Train: [183/200] Step 310/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:49 AM | Train: [183/200] Step 320/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:52 AM | Train: [183/200] Step 330/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:56 AM | Train: [183/200] Step 340/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:04:59 AM | Train: [183/200] Step 350/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:05:03 AM | Train: [183/200] Step 360/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:05:08 AM | Train: [183/200] Step 370/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:05:12 AM | Train: [183/200] Step 380/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:05:19 AM | Train: [183/200] Final Prec@1 100.0000%
08/02 05:06:14 AM | Valid: [183/200] Step 000/023 Loss 4.888 Prec@(1,5) (96.9%, 100.0%)
08/02 05:06:18 AM | Valid: [183/200] Step 010/023 Loss 4.748 Prec@(1,5) (92.9%, 98.3%)
08/02 05:06:21 AM | Valid: [183/200] Step 020/023 Loss 4.746 Prec@(1,5) (92.6%, 97.9%)
08/02 05:06:24 AM | Valid: [183/200] Final Prec@1 92.5272%, Prec@5 97.8261%, Prec@10 98.3696%
08/02 05:06:24 AM | Final best Prec@1 = 93.0707%
08/02 05:07:17 AM | Train: [184/200] Step 010/380 Loss 0.021 Prec@(1,5) (100.0%, 100.0%)
08/02 05:07:22 AM | Train: [184/200] Step 020/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:07:27 AM | Train: [184/200] Step 030/380 Loss 0.022 Prec@(1,5) (100.0%, 100.0%)
08/02 05:07:31 AM | Train: [184/200] Step 040/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:07:34 AM | Train: [184/200] Step 050/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:07:38 AM | Train: [184/200] Step 060/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:07:42 AM | Train: [184/200] Step 070/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:07:45 AM | Train: [184/200] Step 080/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:07:49 AM | Train: [184/200] Step 090/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:07:53 AM | Train: [184/200] Step 100/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:07:57 AM | Train: [184/200] Step 110/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:00 AM | Train: [184/200] Step 120/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:03 AM | Train: [184/200] Step 130/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:07 AM | Train: [184/200] Step 140/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:10 AM | Train: [184/200] Step 150/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:14 AM | Train: [184/200] Step 160/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:18 AM | Train: [184/200] Step 170/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:22 AM | Train: [184/200] Step 180/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:25 AM | Train: [184/200] Step 190/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:29 AM | Train: [184/200] Step 200/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:32 AM | Train: [184/200] Step 210/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:35 AM | Train: [184/200] Step 220/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:39 AM | Train: [184/200] Step 230/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:42 AM | Train: [184/200] Step 240/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:45 AM | Train: [184/200] Step 250/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:49 AM | Train: [184/200] Step 260/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:52 AM | Train: [184/200] Step 270/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:08:58 AM | Train: [184/200] Step 280/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:02 AM | Train: [184/200] Step 290/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:05 AM | Train: [184/200] Step 300/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:09 AM | Train: [184/200] Step 310/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:12 AM | Train: [184/200] Step 320/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:15 AM | Train: [184/200] Step 330/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:19 AM | Train: [184/200] Step 340/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:22 AM | Train: [184/200] Step 350/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:26 AM | Train: [184/200] Step 360/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:31 AM | Train: [184/200] Step 370/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:34 AM | Train: [184/200] Step 380/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:09:37 AM | Train: [184/200] Final Prec@1 100.0000%
08/02 05:10:32 AM | Valid: [184/200] Step 000/023 Loss 4.832 Prec@(1,5) (96.9%, 100.0%)
08/02 05:10:35 AM | Valid: [184/200] Step 010/023 Loss 4.769 Prec@(1,5) (93.5%, 98.0%)
08/02 05:10:39 AM | Valid: [184/200] Step 020/023 Loss 4.775 Prec@(1,5) (93.0%, 97.5%)
08/02 05:10:43 AM | Valid: [184/200] Final Prec@1 92.7989%, Prec@5 97.4185%, Prec@10 98.3696%
08/02 05:10:43 AM | Final best Prec@1 = 93.0707%
08/02 05:11:38 AM | Train: [185/200] Step 010/380 Loss 0.022 Prec@(1,5) (100.0%, 100.0%)
08/02 05:11:41 AM | Train: [185/200] Step 020/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:11:44 AM | Train: [185/200] Step 030/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:11:48 AM | Train: [185/200] Step 040/380 Loss 0.022 Prec@(1,5) (100.0%, 100.0%)
08/02 05:11:52 AM | Train: [185/200] Step 050/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:11:55 AM | Train: [185/200] Step 060/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:11:59 AM | Train: [185/200] Step 070/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:03 AM | Train: [185/200] Step 080/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:06 AM | Train: [185/200] Step 090/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:10 AM | Train: [185/200] Step 100/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:14 AM | Train: [185/200] Step 110/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:17 AM | Train: [185/200] Step 120/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:21 AM | Train: [185/200] Step 130/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:27 AM | Train: [185/200] Step 140/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:32 AM | Train: [185/200] Step 150/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:35 AM | Train: [185/200] Step 160/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:39 AM | Train: [185/200] Step 170/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:43 AM | Train: [185/200] Step 180/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:47 AM | Train: [185/200] Step 190/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:50 AM | Train: [185/200] Step 200/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:54 AM | Train: [185/200] Step 210/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:12:58 AM | Train: [185/200] Step 220/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:01 AM | Train: [185/200] Step 230/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:04 AM | Train: [185/200] Step 240/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:08 AM | Train: [185/200] Step 250/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:12 AM | Train: [185/200] Step 260/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:16 AM | Train: [185/200] Step 270/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:20 AM | Train: [185/200] Step 280/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:24 AM | Train: [185/200] Step 290/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:29 AM | Train: [185/200] Step 300/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:32 AM | Train: [185/200] Step 310/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:36 AM | Train: [185/200] Step 320/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:40 AM | Train: [185/200] Step 330/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:44 AM | Train: [185/200] Step 340/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:47 AM | Train: [185/200] Step 350/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:50 AM | Train: [185/200] Step 360/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:54 AM | Train: [185/200] Step 370/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:13:58 AM | Train: [185/200] Step 380/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:14:00 AM | Train: [185/200] Final Prec@1 100.0000%
08/02 05:14:49 AM | Valid: [185/200] Step 000/023 Loss 4.930 Prec@(1,5) (96.9%, 100.0%)
08/02 05:14:53 AM | Valid: [185/200] Step 010/023 Loss 4.794 Prec@(1,5) (93.2%, 98.0%)
08/02 05:14:58 AM | Valid: [185/200] Step 020/023 Loss 4.813 Prec@(1,5) (92.7%, 97.5%)
08/02 05:15:01 AM | Valid: [185/200] Final Prec@1 92.5272%, Prec@5 97.4185%, Prec@10 98.3696%
08/02 05:15:01 AM | Final best Prec@1 = 93.0707%
08/02 05:16:01 AM | Train: [186/200] Step 010/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:04 AM | Train: [186/200] Step 020/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:08 AM | Train: [186/200] Step 030/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:11 AM | Train: [186/200] Step 040/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:15 AM | Train: [186/200] Step 050/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:19 AM | Train: [186/200] Step 060/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:22 AM | Train: [186/200] Step 070/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:25 AM | Train: [186/200] Step 080/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:29 AM | Train: [186/200] Step 090/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:32 AM | Train: [186/200] Step 100/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:36 AM | Train: [186/200] Step 110/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:39 AM | Train: [186/200] Step 120/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:43 AM | Train: [186/200] Step 130/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:47 AM | Train: [186/200] Step 140/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:50 AM | Train: [186/200] Step 150/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:54 AM | Train: [186/200] Step 160/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:16:57 AM | Train: [186/200] Step 170/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:01 AM | Train: [186/200] Step 180/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:05 AM | Train: [186/200] Step 190/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:09 AM | Train: [186/200] Step 200/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:13 AM | Train: [186/200] Step 210/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:16 AM | Train: [186/200] Step 220/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:20 AM | Train: [186/200] Step 230/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:23 AM | Train: [186/200] Step 240/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:27 AM | Train: [186/200] Step 250/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:30 AM | Train: [186/200] Step 260/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:33 AM | Train: [186/200] Step 270/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:37 AM | Train: [186/200] Step 280/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:41 AM | Train: [186/200] Step 290/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:46 AM | Train: [186/200] Step 300/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:50 AM | Train: [186/200] Step 310/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:54 AM | Train: [186/200] Step 320/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:17:57 AM | Train: [186/200] Step 330/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:18:01 AM | Train: [186/200] Step 340/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:18:05 AM | Train: [186/200] Step 350/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:18:09 AM | Train: [186/200] Step 360/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:18:12 AM | Train: [186/200] Step 370/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:18:16 AM | Train: [186/200] Step 380/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:18:19 AM | Train: [186/200] Final Prec@1 100.0000%
08/02 05:19:12 AM | Valid: [186/200] Step 000/023 Loss 4.849 Prec@(1,5) (96.9%, 100.0%)
08/02 05:19:16 AM | Valid: [186/200] Step 010/023 Loss 4.769 Prec@(1,5) (93.5%, 98.3%)
08/02 05:19:20 AM | Valid: [186/200] Step 020/023 Loss 4.779 Prec@(1,5) (92.9%, 97.6%)
08/02 05:19:23 AM | Valid: [186/200] Final Prec@1 92.6630%, Prec@5 97.5543%, Prec@10 98.3696%
08/02 05:19:23 AM | Final best Prec@1 = 93.0707%
08/02 05:20:22 AM | Train: [187/200] Step 010/380 Loss 0.022 Prec@(1,5) (100.0%, 100.0%)
08/02 05:20:25 AM | Train: [187/200] Step 020/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:20:28 AM | Train: [187/200] Step 030/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:20:32 AM | Train: [187/200] Step 040/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:20:36 AM | Train: [187/200] Step 050/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:20:39 AM | Train: [187/200] Step 060/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:20:43 AM | Train: [187/200] Step 070/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:20:46 AM | Train: [187/200] Step 080/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:20:50 AM | Train: [187/200] Step 090/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:20:53 AM | Train: [187/200] Step 100/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:20:56 AM | Train: [187/200] Step 110/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:00 AM | Train: [187/200] Step 120/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:03 AM | Train: [187/200] Step 130/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:08 AM | Train: [187/200] Step 140/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:11 AM | Train: [187/200] Step 150/380 Loss 0.026 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:14 AM | Train: [187/200] Step 160/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:18 AM | Train: [187/200] Step 170/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:21 AM | Train: [187/200] Step 180/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:25 AM | Train: [187/200] Step 190/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:28 AM | Train: [187/200] Step 200/380 Loss 0.025 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:32 AM | Train: [187/200] Step 210/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:35 AM | Train: [187/200] Step 220/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:39 AM | Train: [187/200] Step 230/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:43 AM | Train: [187/200] Step 240/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:46 AM | Train: [187/200] Step 250/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:50 AM | Train: [187/200] Step 260/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:53 AM | Train: [187/200] Step 270/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:21:56 AM | Train: [187/200] Step 280/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:00 AM | Train: [187/200] Step 290/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:04 AM | Train: [187/200] Step 300/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:08 AM | Train: [187/200] Step 310/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:11 AM | Train: [187/200] Step 320/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:15 AM | Train: [187/200] Step 330/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:18 AM | Train: [187/200] Step 340/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:22 AM | Train: [187/200] Step 350/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:25 AM | Train: [187/200] Step 360/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:29 AM | Train: [187/200] Step 370/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:33 AM | Train: [187/200] Step 380/380 Loss 0.024 Prec@(1,5) (100.0%, 100.0%)
08/02 05:22:41 AM | Train: [187/200] Final Prec@1 100.0000%
08/02 05:23:53 AM | Valid: [187/200] Step 000/023 Loss 4.854 Prec@(1,5) (96.9%, 100.0%)
08/02 05:23:56 AM | Valid: [187/200] Step 010/023 Loss 4.791 Prec@(1,5) (93.2%, 98.3%)
08/02 05:24:00 AM | Valid: [187/200] Step 020/023 Loss 4.808 Prec@(1,5) (92.7%, 97.6%)
08/02 05:24:03 AM | Valid: [187/200] Final Prec@1 92.5272%, Prec@5 97.5543%, Prec@10 98.3696%
08/02 05:24:03 AM | Final best Prec@1 = 93.0707%
08/02 05:24:57 AM | Train: [188/200] Step 010/380 Loss 0.020 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:00 AM | Train: [188/200] Step 020/380 Loss 0.021 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:05 AM | Train: [188/200] Step 030/380 Loss 0.021 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:09 AM | Train: [188/200] Step 040/380 Loss 0.021 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:13 AM | Train: [188/200] Step 050/380 Loss 0.022 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:17 AM | Train: [188/200] Step 060/380 Loss 0.022 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:20 AM | Train: [188/200] Step 070/380 Loss 0.022 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:24 AM | Train: [188/200] Step 080/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:27 AM | Train: [188/200] Step 090/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:31 AM | Train: [188/200] Step 100/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:35 AM | Train: [188/200] Step 110/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:38 AM | Train: [188/200] Step 120/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:42 AM | Train: [188/200] Step 130/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:45 AM | Train: [188/200] Step 140/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:48 AM | Train: [188/200] Step 150/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:52 AM | Train: [188/200] Step 160/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:56 AM | Train: [188/200] Step 170/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:25:59 AM | Train: [188/200] Step 180/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:03 AM | Train: [188/200] Step 190/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:06 AM | Train: [188/200] Step 200/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:10 AM | Train: [188/200] Step 210/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:13 AM | Train: [188/200] Step 220/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:16 AM | Train: [188/200] Step 230/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:20 AM | Train: [188/200] Step 240/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:23 AM | Train: [188/200] Step 250/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:27 AM | Train: [188/200] Step 260/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:31 AM | Train: [188/200] Step 270/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:34 AM | Train: [188/200] Step 280/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:38 AM | Train: [188/200] Step 290/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:41 AM | Train: [188/200] Step 300/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:45 AM | Train: [188/200] Step 310/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:49 AM | Train: [188/200] Step 320/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:53 AM | Train: [188/200] Step 330/380 Loss 0.022 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:56 AM | Train: [188/200] Step 340/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:26:59 AM | Train: [188/200] Step 350/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:27:03 AM | Train: [188/200] Step 360/380 Loss 0.022 Prec@(1,5) (100.0%, 100.0%)
08/02 05:27:06 AM | Train: [188/200] Step 370/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
08/02 05:27:10 AM | Train: [188/200] Step 380/380 Loss 0.023 Prec@(1,5) (100.0%, 100.0%)
